,text
1228,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1229,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1230,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1231,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1232,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1233,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1234,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1235,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1236,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1237,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1238,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1239,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1240,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1241,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1242,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1243,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1244,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1245,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1246,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1247,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1248,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1249,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1250,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1251,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1252,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1253,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1254,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1255,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1256,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1257,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1258,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1259,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1260,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1261,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1262,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1263,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1264,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1265,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1266,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1267,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1268,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1269,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1270,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1271,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1272,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1273,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1274,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1275,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1276,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1277,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1278,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1279,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1280,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1281,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1282,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1283,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video
1284,"RT @DanilovesLea: http://t.co/a7BvCFTN
Lea Michele Presenting at the 2013 Golden Globes"
1285,RT @informador: #GoldenGlobes Robert Downey Jr. presenta el premio que homenajea a Jodie Foster http://t.co/Ps82xCqE
1286,#LiveWire #TMZLIVE Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How ... http://t.co/WVgYKt4D #LiveWireRecords
1287,"ROBERT PATTINSON presentando un Premio en los Golden Globes Awards.
Los Pueden Ver Por TNT ...[Perdón Si... http://t.co/Tcrylni9"
1288,"The golden globes! Oh my god, the presentations, the speeches, and Will Ferrell and Kristen Wiig! So Funny!"
1289,"RT @DanilovesLea: http://t.co/a7BvCFTN
Lea Michele Presenting at the 2013 Golden Globes"
1290,Buzzfeed presents 25 Epic Grumpy Cat Reaction Gifs to the Golden Globes &amp; maybe something about bacon or mustaches? This is a bad site.
1291,Photoset: Nathan Fillion and Lea Michele presenting at the 70th Golden Globes 2013. http://t.co/q0kzmueG
1292,"RT @weeks_angelique: @weeks_angelique @DiegoBoneta @_Underemployed   hey guys watch the golden globes,  i heard #Diego might be presenting. I am recording it. :)"
1293,Jodie Foster just went on a 5 minute presentation for all the single lesbians in Hollywood. Shes single and ready to mingle! #GoldenGlobes
1294,RT @wkamaubell: The only thing that would have made this better is if Queen Latifah had presented Jodie Foster with her award. #GoldenGlobes
1295,The Golden Globe Awards had a surprising guest presenter Sun... http://t.co/7LRPiZ3t
1296,"""@MarioLopezExtra: Btw... President Bill Clinton was at the Golden Globes today. Huh?!"" Yeah, he was presenting."
1297,RT @wkamaubell: The only thing that would have made this better is if Queen Latifah had presented Jodie Foster with her award. #GoldenGlobes
1298,RT @EonlineLatino: Robert Downey Jr. presenta un homenaje dirigido a Jodie Foster #GoldenGlobes
1299,RT @EonlineLatino: Robert Downey Jr. presenta un homenaje dirigido a Jodie Foster #GoldenGlobes
1300,#GoldenGlobes Halle Berry presenta los nominados a mejor director http://t.co/Ps82xCqE
1301,@CastleAddict @NathanFillion @goldenglobes NF gets the Globe for most delicious presenter.
1302,It sounds so loud at the #GoldenGlobes when the presenters are speaking
1303,"Best #goldenglobes moments so far: TSwift's mean face+burn, KWiig presenting, GClose drunk dance, LDunham win, TFey &amp; APoehler everything."
1304,"Halle Berry sexy as always at the #goldenglobes presenting Best Director to Ben Affleck for ARGO! Yeah, Ben!!!"
1305,RT @Terracolombia: Halle Berry presenta el premio a mejor director. El ganador Ben Affleck por 'Argo' #GoldenGlobes
1306,¡Halle Berry presenta el premio al mejor director! #goldenglobes
1307,¡Halle Berry presenta el premio al mejor director! #goldenglobes
1308,"RT @LuSapena: Halle Berry presentando a los directores, a ver quién lleva el #GoldenGlobes @Villamorra"
1309,"RT @EonlineLatino: El Ex Presidente de los Estado Unidos, Bill Clinton, presenta un preview de Lincoln de Steven Spielberg. #GoldenGlobes"
1310,RT @Terracolombia: Halle Berry presenta el premio a mejor director. El ganador Ben Affleck por 'Argo' #GoldenGlobes
1311,RT @eonline: Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/G0PtBFgZ
1312,Josh Brolin presenta Moonrise Kingdom #GlobosDeOro #GoldenGlobes
1313,so proud of tabu for sitting front row at the #goldenglobes. she's the type of actress that should be representing our industry overseas.
1314,Josh Brolin presents #MoonriseKingdom #GoldenGlobes
1315,RT @todayshow: Tommy Lee Jones is not impressed! Actor's reaction to presenters' jokes is going viral. See here: http://t.co/2PLbVwIK
1316,RT @YahooMovies: Halle Berry presents Best Director to @BenAffleck for #Argo (who isn’t nominated for an #Oscar)!! #GoldenGlobes
1317,Leno &amp; Fallon as presenters? stange duo for sure. At least one of them is funny #goldenglobes
1318,Jay Leno and Jimmy Fallon presenting best TV series comedy or musical #GoldenGlobes
1319,http://t.co/Xwa3XmNR Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill ... http://t.co/P4ezG4XH
1320,http://t.co/8QQEiDpa Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill ... http://t.co/cISkJ99J
1321,"RT @akmcquade: If Fallon had a funnier presenting host, this would be funnier. #goldenglobes"
1322,“@darbystnchfld: . @kerrywashington looks DROP DEAD GORG at Golden Globes &amp; so beautifully poised as a presenter! #SCANDAL pride.”
1323,I love that Girls is represented musically at the Golden Globes by Robyn. #GoldenGIobes
1324,Arnold Schwartzanegger and Sylvester Stalone presenting together is the #GoldenGlobes asking people to guess whose top and whose bottom
1325,RT @darbystnchfld: . @kerrywashington looks DROP DEAD GORG at Golden Globes &amp; so beautifully poised as a presenter! #SCANDAL pride.
1326,RT @darbystnchfld: . @kerrywashington looks DROP DEAD GORG at Golden Globes &amp; so beautifully poised as a presenter! #SCANDAL pride.
1327,"@VanityFair: In case you stepped out, Mel Gibson just presented Jodie Foster with a stuffed hamster on a silver tray at the #GoldenGlobes."
1328,RT @MarkReiley: Who was that fat lesbian co-presenting with Jimmy Fallon? #GoldenGlobes
1329,Nathan Fillion and Lea Michele presenting at the 70th Golden Globes 2013. http://t.co/lUQ7qjxa
1330,The Golden Globes: where presenters present more presenters who present the awards. #morepresentsthanchristmas #GoldenGlobes
1331,Kristen Wiig and Will Ferrel=best #GoldenGlobes presenters!
1332,"Hey Golden Globes, how about giving a little less time to the presenters and a little more time to the winners?!"
1333,RT @darbystnchfld: . @kerrywashington looks DROP DEAD GORG at Golden Globes &amp; so beautifully poised as a presenter! #SCANDAL pride.
1334,"RT @ARY_PATTZCULLEN: Tan lindo Rob que llego a presentar voluntariamente en los Golden Globes, me encanta su timidez ♥  Robert Pattinson is our Perfection"
1335,"@NathanFillion gave a great awards presentation, looked quite handsome, and was only slightly schvitzy. #GoldenGlobes"
1336,RT @YahooMovies: Halle Berry presents Best Director to @BenAffleck for #Argo (who isn’t nominated for an #Oscar)!! #GoldenGlobes
1337,"RT @ElizabethBanks: @NathanFillion gave a great awards presentation, looked quite handsome, and was only slightly schvitzy. #GoldenGlobes"
1338,RT @godeloz: #GoldenGlobes Un presidente presenta a otro presidente. Sopa y Seco le da esta ceremonia a los Oscar.
1339,"Ok, I've been bloody patient!  Where is my Jeremy!?  I thought Jeremy Renner was supposed 2 b a presenter! #goldenglobes"
1340,Nanananana BATMAN! Christian Bale is presenting now. #GoldenGlobes
1341,"Nada como hacer una presentación de embrio, estudiar pares craneales, ver en twitter los #GoldenGlobes y ver con mi mamá #ThePunisher"
1342,RT @darbystnchfld: . @kerrywashington looks DROP DEAD GORG at Golden Globes &amp; so beautifully poised as a presenter! #SCANDAL pride.
1343,I have no love for Will Farrell. But he and Kristin Wiig were amazing during their presentation. #GoldenGlobes #YouGetOuttaHere
1344,RT @YahooMovies: Halle Berry presents Best Director to @BenAffleck for #Argo (who isn’t nominated for an #Oscar)!! #GoldenGlobes
1345,Now presenting: Silver Linings Playbook #GoldenGlobes
1346,Christian Bale presenta Silver Linings Playbook! #GoldenGlobes
1347,Christian Bale (did not knew he was british) is presenting #SilverLiningsPlaybook #GoldenGlobes
1348,Damn I thought he said Kristen Bell &amp; I was like WTF she already presented! #GoldenGlobes
1349,Hope none of the lighting guys ruin his presentation or there will be hell to pay! #GoldenGlobes
1350,"Yo aquí muriendo, viendo ese presentador de #GoldenGlobes"
1351,Christian Bale just presented Silver Linings Playbook. I can now die happy :') #GoldenGlobes
1352,"Christian Bale nos presenta ""El lado bueno de las cosas"", que ha conseguido un montón de nominaciones para los Oscars #GoldenGlobes"
1353,RT @bananarams: White girls finally have someone representing them on television. This is a monumental day #goldenglobes
1354,Christian Bale presenting Silver Linings Playbook! Nice! Love him &amp; the movie. #GoldenGlobes
1355,"Coño, no sabia q @pedroledezma iba a presentar nominacion de silver lining playbook @milss #goldenglobes"
1356,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/ptk3tMAX
1357,Christian Bale Should Use His Batman Voice When Presenting! #GoldenGlobes 👀
1358,"RT @TheMaxxProject: Pero qué mal encubre su muerte Batman, si hasta sale presentando un premio y todo. #GoldenGlobes"
1359,RT @eonline: We're not sure what award J.Lo was presenting. We were a little distracted. #haygirl #GoldenGlobes http://t.co/gKPhfmwo
1360,Yo espero un día pueda ver a mi pana @CedricMiro llegar lejos trabajando duro para verlo ya sea nominado o presentando #GoldenGlobes #Oscar
1361,Jennifer Gardner agradece a los que Ben Affleck olvidó en su discurso #GoldenGlobes presentando a los nominados a mejor actor @Villamorra
1362,"RT @TheMaxxProject: Pero qué mal encubre su muerte Batman, si hasta sale presentando un premio y todo. #GoldenGlobes"
1363,"RT @TheMaxxProject: Pero qué mal encubre su muerte Batman, si hasta sale presentando un premio y todo. #GoldenGlobes"
1364,"#GoldenGlobes are a time to recognize talent. Thankful speeches and much emotion..but I'm all like ""Iron Man is presenting an award!"""
1365,"Ahora todos los presentadores juegan de políglotas y franco hablantes cuando dicen ""Les Miserables"" #GoldenGlobes"
1366,RT @dianalsantiago: This is not a joke. I was taking a dump while the Chin presented. That's how my body rolls. #TeamCoco #GoldenGlobes
1367,“@SheWired: A montage of sex scenes with men during Jodie Foster's DeMille presentation? We get it;  she has range. #goldenglobes - KE” lol
1368,"Christian Bale presenta el clip de «El lado bueno de las cosas»,  #goldenglobes"
1369,"Hearing so many people say ""Les MiserAHbluh"" is entertaining. Should've been presented by Bob Loblaw. #goldenglobes"
1370,“@eonline: Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/eXeIJVbN” @sar1408 YES THANK GOD HE ARRIVED
1371,RT @eonline: Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/G0PtBFgZ
1372,"Golden Globes are starting to drag, I hope Bane shows up as one of the presenters to liven things up."
1373,RT @jcpenney: Ben Affleck won two awards tonight - best director and best presenter-wife. Jennifer Garner is ravishing in red! #goldenglobes
1374,"Daredevil gano como director, Wolverine como actor y Ironman y Batman fueron presentadores #ReunionDeSuperheroes #GoldenGlobes"
1375,It helps to have a wife presenting so that she can thank those you forgot. #benandjenn #goldenglobes #teameffort
1376,RT @eonline: Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/G0PtBFgZ
1377,Primera imagen de Robert presentando el GG http://t.co/MbRFz3fl  imagen por ahora en MQ
1378,"Wow! Now that's a @goldenglobes presenter! It's the 42nd President of the United States, Bill Clinton! http://t.co/kUNdHr8C"
1379,RT @bananarams: White girls finally have someone representing them on television. This is a monumental day #goldenglobes
1380,RT @todayshow: Tommy Lee Jones is not impressed! Actor's reaction to presenters' jokes is going viral. See here: http://t.co/2PLbVwIK
1381,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1382,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1383,"RT @wtfcylon: ""J-LO IS SOOOO JEALOUS."" - @drahmafoyomomma again while Jennifer Garner presents #goldenglobes"
1384,"Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golden Globes?

Be friends..."
1385,Oh god. Golden Globes you kill me. All these gorgeous men presenting I can't take it! ❤😍😘
1386,http://t.co/8QQEiDpa Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill ... http://t.co/RxVTbAWe
1387,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter: How do you get Bill Clinton to the Golde... http://t.co/x7N7DTHx
1388,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video: Will Ferrell and Kristen Wiig were ta... http://t.co/YQoz7m8K
1389,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video: Will Ferrell and Kristen Wiig were ta... http://t.co/C2VHdLZK
1390,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video: Will Ferrell and Kristen Wiig were ta... http://t.co/sufgYsbS
1391,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video: Will Ferrell and Kristen Wiig were ta... http://t.co/aEGtrrf6
1392,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video: Will Ferrell and Kristen W... http://t.co/IDC9LJHG #CelebNews
1393,WATCH: Will Ferrell and Kristen Wiig Funny Golden Globes Presenting Video http://t.co/QzMC7yNI
1394,"RT @HuffPostEnt: OK, the only thing that I'm now willing to say for sure about Jodie Foster tonight is that she was presented an award. #goldenglobes"
1395,"Porque me hacen esto? Tantos presentadores guaperrimos en los Golden Globes. Esto ya no es sandwich, esto ya seria orgia!"
1396,Here's How the Golden Globes Landed Bill Clinton as Surprise Presenter http://t.co/SnZDmmo2
1397,Jeremy Renner presenting Zero Dark Thirty at the Golden Globes. Ahihihi.
1398,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1399,... and Wolverine's win is followed by Hawkeye presenting. Six degrees of superheroes. #goldenglobes
1400,RT @jcpenney: Ben Affleck won two awards tonight - best director and best presenter-wife. Jennifer Garner is ravishing in red! #goldenglobes
1401,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1402,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1403,"Jeremy Renner presenta «La noche más oscura», candidata al mejor film dramático. #goldenglobes"
1404,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1405,Ahora presentan Moonrise Kingdom del seco Wes Anderson. #GoldenGlobes
1406,Dustin Hoffman is presenting Best Motion Picture Comedy or Musical #GoldenGlobes
1407,Y que mejor que ver a Jeremy Renner presentando el clip de Zero Dark Thirty en los #GoldenGlobes! RIco!
1408,Jeremy Renner was like the most awkward turtle presenter. And that 'stache! #goldenglobes
1409,RT @jcpenney: Ben Affleck won two awards tonight - best director and best presenter-wife. Jennifer Garner is ravishing in red! #goldenglobes
1410,"RT @HuffPostEnt: OK, the only thing that I'm now willing to say for sure about Jodie Foster tonight is that she was presented an award. #goldenglobes"
1411,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1412,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1413,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1414,Mejor Película - Comedia o Musical: Les Misérables. Presentado por Dustin Hoffman #GoldenGlobes
1415,RT @stevetilley: ... and Wolverine's win is followed by Hawkeye presenting. Six degrees of superheroes. #goldenglobes
1416,refuse turn off #GoldenGlobes early alarm set for 3.30am @CNBCWEX 5.20 appear And where were @Kelly_Evans and @RossWestgate as presenters??
1417,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1418,RT @darbystnchfld: . @kerrywashington looks DROP DEAD GORG at Golden Globes &amp; so beautifully poised as a presenter! #SCANDAL pride.
1419,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1420,RT @HarMarSuperstar: Dustin Hoffman just presented as Rainman. Genius. #GoldenGlobes
1421,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1422,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1423,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1424,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1425,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1426,RT @stevetilley: ... and Wolverine's win is followed by Hawkeye presenting. Six degrees of superheroes. #goldenglobes
1427,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1428,Golden Globes 2013 BILL CLINTON Presents LINCOLN at 2013 Golden Globes Awards - http://t.co/ZLPGEoMR via @Shareaholic
1429,"Will Ferrell &amp; Kristen Wiig's amusing #GoldenGlobes presentation -- VIDEO
 http://t.co/Q1EjAnbe (Via @EW)"
1430,"RT @HuffPostEnt: OK, the only thing that I'm now willing to say for sure about Jodie Foster tonight is that she was presented an award. #goldenglobes"
1431,Next year Kerry Washington will be a winner not a presenter! #Scandal #GoldenGlobes
1432,"RT @HuffPostEnt: OK, the only thing that I'm now willing to say for sure about Jodie Foster tonight is that she was presented an award. #goldenglobes"
1433,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1434,"RT @demercaldi: SUSAN BOYLE, por favor aparece agora! Melhor seria se ela e o Simon apresentassem esse prêmio! #GoldenGlobes"
1435,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1436,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1437,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1438,Will Ferrell and Kristen Wiig’s amusing Golden Globes presentation — VIDEO http://t.co/L3DIzjHL
1439,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1440,RT @stevetilley: ... and Wolverine's win is followed by Hawkeye presenting. Six degrees of superheroes. #goldenglobes
1441,RT @msleamichele: So excited and honored to be presenting at the Golden Globes this year!! #GoldenGlobes
1442,"RT @esosiquetetengo: si los #GoldenGlobes fueran Venezuela, las presentadoras serían @nellypujols y @MariaEHeredia"
1443,A pesar de que los #GoldenGlobes son más representativos de lo mejor de la industria que los Oscar el premio a Les Miserables fue predecible
1444,"""This presenter is so goodlooking, he makes young George Clooney look like garbage. Please welcome George Clooney!""-Tina &amp; Amy #GoldenGlobes"
1445,"George Clooney, tan guapo el presentando mejor actriz drama que ganò Jessica Chastain #GoldenGlobes"
1446,"""Our next presenter is so good looking he makes young George Clooney look like garbage. Please welcome George Clooney!"" #goldenglobes"
1447,Wait... are Tina Fey and Amy Poehler the presenters?!?! #GoldenGlobes
1448,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1449,"""@TheMonalisa02: The next presenter makes young George Clooney look like garbage. Here's middle-aged George Clooney! #goldenglobes"""
1450,hoy presentamos : Agarrémonos a Ben Affleck de nuestro puerquito Jajajaja #GoldenGlobes
1451,"RT ""@kateesackhoff: Amazing!!! RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO http://t.co/j7EYp11g"""
1452,"""Our next presenter makes young George Clooney look like a bag of garbage!"" ""please welcome, old George Clooney!"" #GoldenGlobes"
1453,"George Clooney presenta el premio Mejor Actriz en una película dramática, Jessica Chastain gana por ""Zero Dark Thirty"". #GoldenGlobes"
1454,RT @adorocinema: George Clooney apresenta o prêmio de Melhor Atriz - Drama. A a vencedora é Jessica Chastain (A Hora Mais Escura). #GoldenGlobes
1455,"RT @emily_lacroix: ""this next presenter makes young george clooney look like garbage. here's middle-aged george clooney!"" hahah #GoldenGlobes"
1456,RT @adorocinema: George Clooney apresenta o prêmio de Melhor Atriz - Drama. A a vencedora é Jessica Chastain (A Hora Mais Escura). #GoldenGlobes
1457,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1458,NOS PERDIMOS LA PRESENTACION DE CLOONEY!!!!!!!!!!?? están cortando mucho! #GoldenZancada #GoldenGlobes
1459,PICS: Robert Pattinson presenting onstage at the Golden Globes: PICS: Robert Pattinson presenting onstage at the... http://t.co/X385FmFf
1460,PICS: Robert Pattinson presenting onstage at the Golden Globes: PICS: Robert Pattinson presenting ... http://t.co/79f7eF5k #TwilightSaga
1461,PICS: Robert Pattinson presenting onstage at the Golden Globes: PICS: Robert Pattinson pres... http://t.co/gsPuMZem (via @robsessedblog)
1462,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1463,RT @kelsieadams65: This next presenter makes young George Clooney look like garbage. Please welcome middle aged George Clooney. #GoldenGlobes #tina
1464,"Dos minutos presentando premios, medía hora de propaganda.. Así son #GoldenGlobes"
1465,"Affffffee esse apresentador do TNT é um pnc, esculachou a Jessica Chastain... Ela é perfeita u.u #GoldenGlobes"
1466,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1467,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1468,RT @Enredate: George Clooney continua presentando el premio a Mejor Actor en una pelicula dramatica #GoldenGlobes
1469,This next presenter is so good-looking he makes young George Clooney look like garbage. May I present mid-life George Clooney! #GoldenGlobes
1470,"#Google #Hot #Trend Robert Pattinson presents at Golden Globes, Kristen Stewart doesn't join... http://t.co/q21RmG74 #TeamFollowBack GCNews"
1471,And we have a shaky recording of Robert Downey Jr presenting at the Golden Globes. http://t.co/JDK2NGTe #RDJ #video
1472,"GOLDEN GLOBES 2013 BILL CLINTON 
Presents LINCOLN at 2013 Golden Globes Awards.... http://t.co/7jyAIf5z"
1473,"RT @EW: Will Ferrell and Kristen Wiig's amusing Golden Globes presentation -- VIDEO
 http://t.co/HcmQvYvx"
1474,RT @rdjfilmguide: And we have a shaky recording of Robert Downey Jr presenting at the Golden Globes. http://t.co/JDK2NGTe #RDJ #video
1475,NEW PHOTOS: Jennifer Lopez &amp; Jason Statham Presenting at the Golden Globes 2013 ---&gt; https://t.co/L9osL6Zx
1476,@Vvillegas96 las presentadoras de los Golden Globes jajajaja
1477,RT @ParamountPics: #JeremyRenner just presented at the #GoldenGlobes. See more of him on the @HanselGretel3D website &amp; watch the trailer: http://t.co/u7ZEYWJK
1478,RT @vmuesa: Y George Clooney presenta también Mejor Actor Dramático para (SORPRESA) Daniel Day-Lewis (Lincoln) #GoldenGlobes #GlobosdeOro
1479,Best presenter of the #GoldenGlobes @msleamichele ❤totally worth the wait! You look AMAZING tonight!
1480,RT @NotBillWalton: Batman presented Daredevil's wife Elektra to give Wolverine a Golden Globe. A nerd definitely made that happen. #GoldenGlobes
1481,"""This presenter is so good-looking he makes young George Clooney look like garbage. Please welcome middle-aged George Clooney"" #GoldenGlobes"
1482,RT @stevetilley: ... and Wolverine's win is followed by Hawkeye presenting. Six degrees of superheroes. #goldenglobes
1483,"RT @HuffPostEnt: OK, the only thing that I'm now willing to say for sure about Jodie Foster tonight is that she was presented an award. #goldenglobes"
1484,Did Daniel Day Lewis just liken his performance to a scavenge finding a mouse and presenting it to its owner? #actors #GoldenGlobes
